1.500000e-001	0.000000e+000
1.500000e-001	2.500000e-001
1.500000e-001	5.000000e-001
1.500000e-001	7.500000e-001
1.500000e-001	1.000000e+000
1.500000e-001	1.250000e+000
1.500000e-001	1.500000e+000
1.500000e-001	1.750000e+000
1.500000e-001	2.000000e+000
1.500000e-001	2.250000e+000
1.500000e-001	2.500000e+000
1.500000e-001	2.750000e+000
1.500000e-001	3.000000e+000
-1.500000e-001	3.000000e+000
-1.500000e-001	2.750000e+000
-1.500000e-001	2.500000e+000
-1.500000e-001	2.250000e+000
-1.500000e-001	2.000000e+000
-1.500000e-001	1.750000e+000
-1.500000e-001	1.500000e+000
-1.500000e-001	1.250000e+000
-1.500000e-001	1.000000e+000
-1.500000e-001	7.500000e-001
-1.500000e-001	5.000000e-001
-1.500000e-001	2.500000e-001
-1.500000e-001	0.000000e+000
1.590287e-001	4.148030e-001
-1.590287e-001	2.585197e+000
1.615557e-001	8.163109e-001
-1.615557e-001	2.183689e+000
1.627658e-001	1.628365e+000
-1.627658e-001	1.371635e+000
1.638636e-001	7.786450e-001
-1.638636e-001	2.221355e+000
1.743435e-001	5.312497e-001
-1.743435e-001	2.468750e+000
1.781862e-001	1.774766e+000
-1.781862e-001	1.225234e+000
1.821549e-001	1.170735e+000
-1.821549e-001	1.829265e+000
1.851598e-001	4.267521e-001
-1.851598e-001	2.573248e+000
1.882799e-001	1.410506e+000
-1.882799e-001	1.589494e+000
1.885690e-001	1.376922e+000
-1.885690e-001	1.623078e+000
1.966325e-001	1.707700e+000
-1.966325e-001	1.292300e+000
2.075332e-001	1.206062e+000
-2.075332e-001	1.793938e+000
2.076227e-001	1.103336e+000
-2.076227e-001	1.896664e+000
2.114885e-001	9.417250e-001
-2.114885e-001	2.058275e+000
2.118931e-001	2.819647e+000
-2.118931e-001	1.803527e-001
2.125710e-001	2.896754e-001
-2.125710e-001	2.710325e+000
2.128912e-001	1.398912e+000
-2.128912e-001	1.601088e+000
2.147423e-001	2.239866e+000
-2.147423e-001	7.601344e-001
2.191172e-001	1.423022e-001
-2.191172e-001	2.857698e+000
2.200190e-001	1.433141e-001
-2.200190e-001	2.856686e+000
2.225046e-001	4.031978e-001
-2.225046e-001	2.596802e+000
2.242973e-001	4.770325e-001
-2.242973e-001	2.522967e+000
2.300088e-001	1.972408e+000
-2.300088e-001	1.027592e+000
2.300904e-001	1.130746e-001
-2.300904e-001	2.886925e+000
2.306559e-001	1.760406e+000
-2.306559e-001	1.239594e+000
2.345368e-001	1.358276e+000
-2.345368e-001	1.641724e+000
2.382129e-001	5.116846e-001
-2.382129e-001	2.488315e+000
2.418566e-001	9.933721e-001
-2.418566e-001	2.006628e+000
2.460321e-001	2.472903e+000
-2.460321e-001	5.270968e-001
2.465841e-001	1.129498e+000
-2.465841e-001	1.870502e+000
2.491534e-001	2.619870e+000
-2.491534e-001	3.801298e-001
2.494161e-001	3.291570e-001
-2.494161e-001	2.670843e+000
2.566993e-001	7.093930e-001
-2.566993e-001	2.290607e+000
2.571354e-001	2.745335e+000
-2.571354e-001	2.546655e-001
2.576924e-001	5.191773e-001
-2.576924e-001	2.480823e+000
2.598367e-001	4.058427e-001
-2.598367e-001	2.594157e+000
2.618317e-001	1.324411e+000
-2.618317e-001	1.675589e+000
2.634652e-001	1.329586e+000
-2.634652e-001	1.670414e+000
2.648148e-001	5.025863e-001
-2.648148e-001	2.497414e+000
2.660564e-001	1.526218e+000
-2.660564e-001	1.473782e+000
2.693419e-001	1.218527e+000
-2.693419e-001	1.781473e+000
2.696098e-001	1.901248e+000
-2.696098e-001	1.098752e+000
2.699736e-001	2.191088e+000
-2.699736e-001	8.089122e-001
2.717430e-001	1.616855e-001
-2.717430e-001	2.838314e+000
2.728466e-001	2.388412e+000
-2.728466e-001	6.115876e-001
2.758365e-001	5.975127e-001
-2.758365e-001	2.402487e+000
2.778668e-001	1.449906e+000
-2.778668e-001	1.550094e+000
2.803567e-001	4.630024e-001
-2.803567e-001	2.536998e+000
2.834706e-001	2.363583e+000
-2.834706e-001	6.364175e-001
2.842297e-001	1.212199e+000
-2.842297e-001	1.787801e+000
2.895141e-001	8.353711e-002
-2.895141e-001	2.916463e+000
2.932010e-001	1.312039e+000
-2.932010e-001	1.687961e+000
2.970828e-001	4.075718e-001
-2.970828e-001	2.592428e+000
2.983451e-001	6.802379e-002
-2.983451e-001	2.931976e+000
3.016371e-001	3.751969e-001
-3.016371e-001	2.624803e+000
3.054490e-001	1.232012e+000
-3.054490e-001	1.767988e+000
3.074712e-001	6.354180e-001
-3.074712e-001	2.364582e+000
3.078280e-001	1.768243e+000
-3.078280e-001	1.231757e+000
3.096033e-001	1.735787e+000
-3.096033e-001	1.264213e+000
3.111458e-001	1.635374e+000
-3.111458e-001	1.364626e+000
3.123868e-001	8.317943e-001
-3.123868e-001	2.168206e+000
3.141580e-001	1.156146e+000
-3.141580e-001	1.843854e+000
3.182379e-001	1.477028e+000
-3.182379e-001	1.522972e+000
3.216316e-001	1.264257e+000
-3.216316e-001	1.735743e+000
3.218975e-001	1.063381e+000
-3.218975e-001	1.936619e+000
3.264251e-001	1.701107e+000
-3.264251e-001	1.298893e+000
3.291699e-001	1.036581e+000
-3.291699e-001	1.963419e+000
3.311433e-001	1.206059e-001
-3.311433e-001	2.879394e+000
3.371696e-001	7.681692e-001
-3.371696e-001	2.231831e+000
3.376605e-001	1.012583e+000
-3.376605e-001	1.987417e+000
3.379613e-001	5.504800e-001
-3.379613e-001	2.449520e+000
3.414081e-001	4.471486e-001
-3.414081e-001	2.552851e+000
3.425257e-001	3.337976e-001
-3.425257e-001	2.666202e+000
3.595862e-001	3.188951e-002
-3.595862e-001	2.968110e+000
3.711733e-001	4.717409e-002
-3.711733e-001	2.952826e+000
3.721513e-001	2.007321e+000
-3.721513e-001	9.926788e-001
3.734065e-001	9.716540e-001
