3.277700999999999976e+00 8.140819999999999723e-01
3.875770000000000048e-01 1.767799999999999927e-01
2.685460000000000069e-01 5.829630000000000090e-01
2.031144999999999978e+00 2.445970000000000089e-01
1.886770000000000114e-01 4.612800000000000233e-01
3.525472000000000161e+00 2.655790000000000095e-01
2.229582999999999871e+00 6.821890000000000454e-01
3.392074000000000034e+00 4.209760000000000169e-01
3.589815000000000200e+00 8.325270000000000170e-01
1.227872999999999992e+00 8.109089999999999909e-01
1.300699000000000050e+00 1.465380000000000016e-01
3.596967999999999943e+00 4.217910000000000270e-01
3.106756999999999991e+00 7.796640000000000237e-01
2.211390000000000022e-01 6.126030000000000086e-01
1.496841000000000088e+00 4.959850000000000092e-01
2.860498000000000207e+00 5.357189999999999452e-01
1.450709999999999944e+00 1.423520000000000063e-01
1.745799000000000101e+00 6.637300000000000144e-02
1.404800000000000049e+00 3.296799999999999731e-01
1.769600000000000062e+00 7.778089999999999726e-01
4.645110000000000072e-01 6.724419999999999842e-01
2.750802999999999887e+00 1.655200000000000005e-01
1.571005999999999903e+00 9.142799999999999538e-02
1.181659999999999933e+00 8.577989999999999782e-01
6.619570000000000176e-01 6.128120000000000234e-01
8.285670000000000535e-01 7.980479999999999796e-01
3.313914000000000026e+00 2.166019999999999890e-01
3.625645000000000007e+00 5.385919999999999597e-01
3.611238000000000170e+00 5.847160000000000135e-01
2.904519000000000073e+00 4.650360000000000049e-01
3.080430999999999919e+00 2.454900000000000138e-01
3.851166999999999785e+00 5.742140000000000022e-01
9.449560000000000182e-01 7.700600000000000500e-02
3.834214999999999929e+00 2.248779999999999946e-01
2.179063999999999890e+00 7.848960000000000381e-01
2.716448999999999891e+00 9.442679999999999962e-01
2.978000000000000091e-02 9.312519999999999687e-01
9.552499999999999880e-02 3.497430000000000261e-01
3.835506000000000082e+00 8.897209999999999841e-01
1.142732000000000081e+00 8.116910000000000514e-01
3.747438999999999965e+00 6.548859999999999681e-01
9.488619999999999832e-01 1.220109999999999945e-01
1.607550000000000090e-01 7.020420000000000549e-01
3.288778999999999897e+00 7.377970000000000361e-01
1.356249999999999956e+00 2.910099999999999840e-02
9.162599999999999634e-01 5.961600000000000232e-01
1.252876000000000101e+00 5.009980000000000544e-01
2.471178000000000097e+00 3.964300000000000046e-01
2.364921999999999969e+00 9.927719999999999878e-01
2.172301000000000037e+00 2.837169999999999970e-01
6.712669999999999471e-01 5.546700000000000241e-02
2.165401999999999827e+00 1.519999999999999962e-01
2.661287999999999876e+00 4.677680000000000171e-01
1.926460000000000061e+00 7.411900000000000155e-01
1.899647000000000086e+00 6.492029999999999745e-01
3.829860000000000042e+00 7.267940000000000511e-01
1.133496999999999977e+00 5.161729999999999929e-01
2.309857000000000049e+00 7.679350000000000342e-01
1.371370999999999896e+00 9.566639999999999588e-01
1.518579999999999930e-01 2.844160000000000021e-01
2.096938000000000191e+00 4.113569999999999727e-01
1.300489999999999924e+00 7.201549999999999896e-01
3.534799000000000024e+00 1.817749999999999921e-01
1.217877000000000098e+00 4.609710000000000196e-01
2.726977000000000206e+00 6.993279999999999497e-01
6.821409999999999973e-01 5.468599999999999850e-02
8.378130000000000299e-01 9.128770000000000495e-01
7.992110000000000047e-01 5.018789999999999640e-01
4.201499999999999679e-02 6.896029999999999660e-01
5.209770000000000234e-01 7.965099999999999958e-02
7.197200000000000264e-01 4.450450000000000239e-01
1.975040000000000129e-01 3.627299999999999969e-01
1.724493999999999971e+00 6.701070000000000082e-01
3.574539999999999829e+00 8.527999999999999470e-02
1.416690999999999923e+00 7.237409999999999677e-01
3.037056999999999896e+00 5.482409999999999783e-01
3.644991999999999788e+00 3.495849999999999791e-01
4.957500000000000101e-02 1.344200000000000082e-02
1.023897999999999975e+00 9.772250000000000103e-01
1.815563000000000038e+00 3.285899999999999932e-01
2.312470999999999943e+00 5.204450000000000465e-01
8.552809999999999580e-01 4.299799999999999733e-01
7.606410000000000116e-01 7.245340000000000114e-01
1.484939999999999927e+00 7.935830000000000384e-01
2.725696999999999814e+00 7.646279999999999744e-01
2.789322999999999997e+00 2.436740000000000017e-01
3.803611000000000075e+00 2.514799999999999813e-01
1.591552000000000078e+00 4.319509999999999739e-01
3.102530999999999928e+00 6.742930000000000312e-01
5.652350000000000430e-01 6.793479999999999519e-01
9.854020000000000001e-01 1.875970000000000137e-01
2.948158999999999974e+00 3.119620000000000171e-01
1.323617999999999961e+00 6.445429999999999771e-01
5.525120000000000031e-01 6.484349999999999836e-01
6.353870000000000351e-01 4.740519999999999734e-01
3.928675999999999835e+00 2.043570000000000109e-01
7.809249999999999803e-01 8.003350000000000186e-01
1.872622999999999927e+00 8.146940000000000293e-01
2.759808000000000039e+00 1.629410000000000025e-01
3.504793999999999965e+00 6.488429999999999476e-01
3.683266000000000151e+00 5.917499999999999982e-01
2.441120999999999874e+00 9.704100000000000226e-02
3.145699999999999885e-02 4.621310000000000140e-01
3.387011000000000216e+00 7.938000000000000611e-02
1.982598000000000082e+00 5.884409999999999918e-01
2.696483000000000185e+00 2.423800000000000121e-01
1.159278000000000031e+00 1.900880000000000070e-01
5.760239999999999805e-01 9.962980000000000169e-01
3.538351000000000024e+00 2.815429999999999877e-01
3.304711999999999872e+00 7.725800000000000445e-01
