-3.000000000000000000e+00 -3.000000000000000000e+00
-3.000000000000000000e+00 3.000000000000000000e+00
3.000000000000000000e+00 -3.000000000000000000e+00
3.000000000000000000e+00 3.000000000000000000e+00
-4.170909999999999895e-01 1.147819999999999951e-01
5.403100000000000264e-02 2.964109999999999800e-01
-3.375969999999999804e-01 3.467040000000000122e-01
-4.689999999999999725e-02 -3.198329999999999784e-01
9.550000000000000112e-04 -7.788000000000000478e-02
1.637039999999999884e-01 -1.718109999999999915e-01
-1.401179999999999926e-01 1.637810000000000099e-01
2.289460000000000106e-01 -3.209800000000000153e-02
3.796419999999999795e-01 -6.395999999999999776e-03
-3.873599999999999821e-01 -2.173930000000000029e-01
-7.770699999999999830e-02 -2.884499999999999842e-01
-1.414680000000000104e-01 -1.326880000000000004e-01
1.327639999999999931e-01 -3.126539999999999875e-01
-1.576730000000000076e-01 -2.791980000000000017e-01
-2.588199999999999945e-01 -8.330999999999999517e-02
3.257199999999999679e-02 -2.746950000000000225e-01
-3.336640000000000161e-01 1.526099999999999957e-01
-4.808799999999999741e-01 2.388200000000000045e-02
-6.805999999999999550e-02 -3.686180000000000012e-01
3.610499999999999821e-01 -1.466999999999999988e-03
2.761910000000000198e-01 -3.095959999999999823e-01
-1.986640000000000073e-01 2.488699999999999940e-02
-2.563909999999999800e-01 -4.110000000000000155e-04
-2.842799999999999841e-02 -2.403319999999999901e-01
-5.564500000000000002e-02 3.953180000000000027e-01
7.445100000000000329e-02 -4.930229999999999890e-01
-2.606699999999999989e-02 3.612139999999999795e-01
3.831080000000000041e-01 -1.180630000000000013e-01
-2.172699999999999979e-02 3.573669999999999902e-01
1.029859999999999942e-01 -3.064399999999999902e-01
4.685529999999999973e-01 8.712399999999999312e-02
1.241799999999999987e-01 -4.662839999999999763e-01
-2.572619999999999907e-01 -3.441540000000000155e-01
1.647270000000000123e-01 -3.057630000000000070e-01
1.532000000000000028e-01 -1.669460000000000111e-01
-1.964839999999999920e-01 3.610610000000000208e-01
-1.642649999999999944e-01 -4.232420000000000071e-01
-1.159130000000000021e-01 1.419060000000000044e-01
2.348379999999999912e-01 -2.847370000000000179e-01
4.355769999999999920e-01 -6.595199999999999674e-02
-2.898240000000000260e-01 -2.810360000000000080e-01
-2.183309999999999973e-01 3.398729999999999807e-01
-2.026169999999999916e-01 -2.825829999999999731e-01
-2.652799999999999950e-02 2.817100000000000160e-01
-4.839379999999999793e-01 -5.445300000000000140e-02
2.548469999999999902e-01 2.912400000000000058e-02
1.513009999999999911e-01 3.287010000000000209e-01
3.632230000000000181e-01 1.157360000000000055e-01
2.890409999999999924e-01 1.749519999999999964e-01
-1.502779999999999949e-01 1.369899999999999937e-02
-3.391989999999999728e-01 2.584620000000000251e-01
-3.502469999999999750e-01 -2.332660000000000011e-01
3.446940000000000004e-01 2.671499999999999986e-01
-1.144479999999999942e-01 4.552820000000000200e-01
2.445370000000000044e-01 -1.311370000000000036e-01
2.259859999999999924e-01 3.744620000000000171e-01
2.074499999999999955e-02 -4.335629999999999762e-01
-3.952910000000000035e-01 2.129060000000000119e-01
1.166110000000000063e-01 -1.117400000000000060e-01
2.575339999999999852e-01 -2.829309999999999881e-01
3.438050000000000272e-01 3.240660000000000207e-01
2.517759999999999998e-01 1.168659999999999977e-01
8.615299999999999347e-02 -2.008199999999999985e-01
3.569089999999999763e-01 2.770469999999999877e-01
3.129870000000000152e-01 -4.365700000000000136e-02
-1.140459999999999946e-01 -1.112820000000000059e-01
2.980530000000000124e-01 1.819129999999999914e-01
1.182379999999999959e-01 -2.170600000000000029e-01
-1.733260000000000078e-01 -1.540739999999999887e-01
3.070200000000000012e-02 1.998719999999999941e-01
2.131409999999999971e-01 5.119100000000000039e-02
2.513989999999999836e-01 4.271019999999999817e-01
-2.690859999999999919e-01 -1.084230000000000055e-01
3.343700000000000144e-02 3.999340000000000117e-01
4.572030000000000260e-01 1.106729999999999936e-01
-7.422299999999999731e-02 1.933739999999999903e-01
-3.598190000000000000e-01 2.491109999999999991e-01
1.244559999999999972e-01 -3.524950000000000028e-01
3.411549999999999860e-01 9.899499999999999966e-02
-5.880999999999999943e-03 1.046740000000000032e-01
-1.122630000000000017e-01 4.513920000000000154e-01
7.221800000000000441e-02 1.757710000000000106e-01
3.349869999999999792e-01 1.471889999999999865e-01
-2.459830000000000072e-01 4.319560000000000066e-01
1.876809999999999867e-01 1.278150000000000119e-01
3.674020000000000064e-01 -4.525799999999999962e-02
8.635500000000000120e-02 -4.844649999999999790e-01
-5.505199999999999677e-02 -3.266600000000000059e-02
-1.203509999999999996e-01 -1.658830000000000027e-01
1.855030000000000012e-01 9.657000000000000653e-03
-6.300100000000000144e-02 -2.152060000000000084e-01
4.127009999999999845e-01 2.727240000000000220e-01
4.189689999999999803e-01 -2.399699999999999889e-01
2.659389999999999810e-01 2.035129999999999995e-01
